area,classe,year,Bacia,percent
5285.133422221517,3,2023,7613,0.31
989396.39882031,4,2023,7613,57.37
6940.398903296848,12,2023,7613,0.4
676878.171850027,21,2023,7613,39.25
21226.370906415843,25,2023,7613,1.23
24866.41742397436,33,2023,7613,1.44
16555.393257115586,3,2016,7614,1.21
906833.2928309372,4,2016,7614,66.09
1327.6664825931323,12,2016,7614,0.1
439460.7807741448,21,2016,7614,32.03
6721.022681431574,25,2016,7614,0.49
1160.2069167636562,33,2016,7614,0.08
16787.850643252365,3,2017,7614,1.22
898830.7148855305,4,2017,7614,65.51
1338.3344350639784,12,2017,7614,0.1
446662.2436284614,21,2017,7614,32.55
7344.999570474816,25,2017,7614,0.54
1094.2197802097,33,2017,7614,0.08
17069.46614463758,3,2018,7614,1.24
883690.2659817302,4,2018,7614,64.41
1325.2543838235529,12,2018,7614,0.1
458530.2753336537,21,2018,7614,33.42
8480.831479279857,25,2018,7614,0.62
2962.2696198636586,33,2018,7614,0.22
17579.39069508604,3,2019,7614,1.28
867588.9207167845,4,2019,7614,63.23
732.440860792954,12,2019,7614,0.05
474188.7132276548,21,2019,7614,34.56
8873.359939950065,25,2019,7614,0.65
3095.5375027493988,33,2019,7614,0.23
18156.369759734807,3,2020,7614,1.32
854935.870235453,4,2020,7614,62.31
390.6689961853026,12,2020,7614,0.03
485752.08471168776,21,2020,7614,35.4
8919.75899581619,25,2020,7614,0.65
3903.6102441489656,33,2020,7614,0.28
18652.228816946965,3,2021,7614,1.36
828909.1487725524,4,2021,7614,60.41
289.5213517809102,12,2021,7614,0.02
511934.8196389236,21,2021,7614,37.31
8985.397780314446,25,2021,7614,0.65
3287.246582470692,33,2021,7614,0.24
19099.02352055826,3,2022,7614,1.39
806016.7720227136,4,2022,7614,58.75
184.09409517690625,12,2022,7614,0.01
534630.9408241393,21,2022,7614,38.97
9135.695384917652,25,2022,7614,0.67
2991.837095466876,33,2022,7614,0.22
18908.900242955024,3,2023,7614,1.38
803187.923075986,4,2023,7614,58.54
127.73848651601752,12,2023,7614,0.01
537644.4695048293,21,2023,7614,39.19
9251.404453855184,25,2023,7614,0.67
2937.927178835345,33,2023,7614,0.21
17682.174446843652,3,2016,7618,0.97
1108432.2119614668,4,2016,7618,60.96
9894.53034882794,12,2016,7618,0.54
674143.6244920756,21,2016,7618,37.08
7428.921881124216,25,2016,7618,0.41
0.8761792663574219,27,2016,7618,0.0
662.4798417539116,33,2016,7618,0.04
17697.664171594864,3,2017,7618,0.97
1104057.604250167,4,2017,7618,60.72
9890.816818051158,12,2017,7618,0.54
678611.9845132018,21,2017,7618,37.32
7486.484816221247,25,2017,7618,0.41
1.0521437927246091,27,2017,7618,0.0
499.2124383266557,33,2017,7618,0.03
17704.81968352868,3,2018,7618,0.97
1096424.2833483648,4,2018,7618,60.3
9943.737682106244,12,2018,7618,0.55
685395.6908478169,21,2018,7618,37.7
8303.770893322968,25,2018,7618,0.46
1.0521437927246096,27,2018,7618,0.0
471.4645524474865,33,2018,7618,0.03
17647.98012208224,3,2019,7618,0.97
1089538.7613106358,4,2019,7618,59.92
10001.556504642818,12,2019,7618,0.55
692048.1792002203,21,2019,7618,38.06
8456.374182901274,25,2019,7618,0.47
1.0521437927246091,27,2019,7618,0.0
550.9156870814905,33,2019,7618,0.03
17114.062354601803,3,2020,7618,0.94
1085457.7260532335,4,2020,7618,59.7
10082.793989882626,12,2020,7618,0.55
694374.6910587281,21,2020,7618,38.19
8480.560963931086,25,2020,7618,0.47
1.0521437927246091,27,2020,7618,0.0
2733.932587213253,33,2020,7618,0.15
17124.242790764256,3,2021,7618,0.94
1080268.8882645993,4,2021,7618,59.41
10063.800180373188,12,2021,7618,0.55
700194.145735609,21,2021,7618,38.51
8643.245532565354,25,2021,7618,0.48
0.9645034118652344,27,2021,7618,0.0
1949.5321440170635,33,2021,7618,0.11
17080.59571302387,3,2022,7618,0.94
1070292.0793846329,4,2022,7618,58.86
9912.016921850236,12,2022,7618,0.55
709237.3837890775,21,2022,7618,39.01
8359.283978402742,25,2022,7618,0.46
0.9645034118652344,27,2022,7618,0.0
3362.494860978047,33,2022,7618,0.18
17043.022528378588,3,2023,7618,0.94
1070065.2388683176,4,2023,7618,58.85
9431.280224621596,12,2023,7618,0.52
710169.6214236099,21,2023,7618,39.06
8399.815750522232,25,2023,7618,0.46
0.8765105529785157,27,2023,7618,0.0
3134.96384539294,33,2023,7618,0.17
3293.5918191300334,3,2016,7561,0.17
961897.2433847697,4,2016,7561,50.85
99259.6712015504,12,2016,7561,5.25
791916.0784214379,21,2016,7561,41.86
15795.013389532673,25,2016,7561,0.83
0.1781026489257812,27,2016,7561,0.0
19531.655410763888,33,2016,7561,1.03
3174.0264154075544,3,2017,7561,0.17
961263.847610402,4,2017,7561,50.81
89671.87486041384,12,2017,7561,4.74
798882.5028389612,21,2017,7561,42.23
16393.960621590562,25,2017,7561,0.87
0.1781026489257812,27,2017,7561,0.0
22307.041280418314,33,2017,7561,1.18
3301.229064463281,3,2018,7561,0.17
949551.628324678,4,2018,7561,50.2
81278.59872829106,12,2018,7561,4.3
